iter	RMSE
406	0.5370814897
407	0.5355997471
408	0.5343766364
409	0.5318640567
410	0.53083179
411	0.5306420162
412	0.5301571462
413	0.5281918774
414	0.5275394924
415	0.5271898843
416	0.5264065518
417	0.5245582297
418	0.5234074488
419	0.5218387013
420	0.5212368852
421	0.5199012037
422	0.5193561499
423	0.5173067079
424	0.5154180439
425	0.5153026574
426	0.51396751
427	0.5118214716
428	0.5110566358
429	0.5108459035
430	0.5097368896
431	0.5088318286
432	0.5079685944
433	0.5072629486
434	0.5066104713
435	0.5056197063
436	0.5051552956
437	0.5050119965
438	0.5044470898
439	0.5042446269
440	0.5036939567
441	0.5021177896
442	0.5017093546
443	0.5009954227
444	0.5003882127
445	0.4997792004
446	0.4977228006
447	0.4968066022
448	0.4963063948
449	0.4958808824
450	0.4957023433
451	0.4953727141
452	0.4948636904
453	0.4942244487
454	0.4929061245
455	0.492217238
456	0.4915443661
457	0.4914473048
458	0.4909357542
459	0.4903738417
460	0.4893438895
461	0.4881287331
462	0.4864902284
463	0.4854303747
464	0.4847679348
465	0.4831243826
466	0.4823136088
467	0.4811550106
468	0.4796101219
469	0.4781301232
470	0.4768549732
471	0.4762728243
472	0.4759871451
473	0.4754963611
474	0.4743373729
475	0.4733259745
476	0.4728133183
477	0.4722374819
478	0.4717537741
479	0.4714513587
480	0.4710433824
481	0.4705027561
482	0.4704190717
483	0.4694728349
484	0.4691747689
485	0.468675479
486	0.4682173923
487	0.4680778709
488	0.4677996272
489	0.4672728675
490	0.4668756434
491	0.4663572219
492	0.4659804015
493	0.46457696
494	0.4642262366
495	0.4640199971
496	0.4631073265
497	0.4626395694
498	0.4619218221
499	0.460841418
500	0.4599645833
501	0.4598411772
502	0.4596945933
503	0.4590549112
504	0.4589107118
505	0.4585027701
506	0.4582165499
507	0.4579865565
508	0.4574224733
509	0.4564286594
510	0.4556910777
511	0.4550074992
512	0.454648549
513	0.454578674
514	0.4541733287
515	0.4539678771
516	0.4529086213
517	0.4518933071
518	0.4516421446
519	0.4512003877
520	0.4502601892
521	0.4494171917
522	0.4485477852
523	0.4480353932
524	0.4467557114
525	0.4457276192
526	0.4451686899
527	0.4446718618
528	0.4444273167
529	0.4428705618
530	0.4424162284
531	0.4417371316
532	0.4407637261
533	0.4398162091
534	0.4388128135
535	0.4381578034
536	0.4376174157
537	0.4371662068
538	0.4354983377
539	0.4344472807
540	0.4342490697
541	0.4341557144
542	0.4331999886
543	0.4325897553
544	0.432189187
545	0.4317972725
546	0.431472011
547	0.4306387996
548	0.430391494
549	0.4292945633
550	0.4282646616
551	0.427526298
552	0.4272102317
553	0.4261260212
554	0.4256815453
555	0.425316162
556	0.4249124093
557	0.4245062526
558	0.4242272958
559	0.4239474757
560	0.4234522272
561	0.4231845869
562	0.4228906308
563	0.4223196363
564	0.4215296032
565	0.4206757015
566	0.4199555472
567	0.4197218483
568	0.4194587586
569	0.4190279756
570	0.4187511084
571	0.4178485767
572	0.4174544885
573	0.4172029917
574	0.4168099043
575	0.4164364756
576	0.4160914066
577	0.4158643333
578	0.4151868859
579	0.4147790389
580	0.4146342231
581	0.4140695701
582	0.413384586
583	0.4130649977
584	0.4128242453
585	0.4126716956
586	0.4121291166
587	0.4118323493
588	0.4113422669
589	0.4111281441
590	0.4105095886
591	0.4102285491
592	0.409762057
593	0.4088652324
594	0.4086384201
595	0.4078140472
596	0.4074892934
597	0.4069556173
598	0.4065185588
599	0.4059072026
600	0.4054096667
601	0.4051273731
602	0.4042625295
603	0.4039862532
604	0.4036912075
605	0.4032912884
606	0.4029228098
607	0.4022893902
608	0.4012533529
609	0.4010515193
610	0.4003937279
611	0.4002374762
612	0.4000181432
613	0.3997763076
614	0.3994990021
615	0.3988986473
616	0.3985968806
617	0.3978232474
618	0.3975030526
619	0.3973954404
620	0.3960047814
621	0.3957759151
622	0.3947086471
623	0.3938989302
624	0.3934379542
625	0.3932565829
626	0.3928003409
627	0.392436891
628	0.3920733769
629	0.3914597448
630	0.3914206401
631	0.3910089698
632	0.3906268421
633	0.3904004141
634	0.3901812282
635	0.3900038
636	0.3895065568
637	0.3887574155
638	0.3877376563
639	0.3869642831
640	0.3862016336
641	0.3860199434
642	0.3855121848
643	0.3848410199
644	0.384595182
645	0.3843817534
646	0.3843023888
647	0.3833605732
648	0.3830977372
649	0.3828529063
650	0.3824031486
651	0.3822310064
652	0.3818859342
653	0.3814390352
654	0.3810682821
655	0.3807469799
656	0.3804262996
657	0.3797527198
658	0.379585345
659	0.3791129894
660	0.3787454057
661	0.3786427383
662	0.3782149952
663	0.3781095861
664	0.3771435547
665	0.377005081
666	0.3763355907
667	0.3758804902
668	0.3755571937
669	0.3753068032
670	0.3751499027
671	0.3745484154
672	0.374320999
673	0.3735682163
674	0.3730070681
675	0.3727994298
676	0.3721328819
677	0.371141567
678	0.3709100292
679	0.3704769468
680	0.3701189309
681	0.3698830454
682	0.3696522658
683	0.3692619361
684	0.3688913453
685	0.3687482934
686	0.3682741343
687	0.3673422931
688	0.3667545216
689	0.3663851834
690	0.3659576886
691	0.3657765476
692	0.3652513678
693	0.365101534
694	0.3648840046
695	0.3646865476
696	0.3643604276
697	0.364088488
698	0.3639260199
699	0.3637139988
700	0.362440963
701	0.3619707722
702	0.3617569197
703	0.3612771517
704	0.3612008694
705	0.3610423635
706	0.3608609246
707	0.3604439223
708	0.3594126036
709	0.35854906
710	0.358130902
711	0.357970686
712	0.3575118065
713	0.3572942445
714	0.3571361266
715	0.3569695977
716	0.3568108652
717	0.3564348598
718	0.3560191079
719	0.3556699355
720	0.3555229671
721	0.3554271185
722	0.3551270438
723	0.3548018201
724	0.3546332161
725	0.3543780421
726	0.3542055384
727	0.354032945
728	0.3537006219
729	0.3529853811
730	0.3528048609
731	0.3526100641
732	0.3521419485
733	0.3518296879
734	0.3514833597
735	0.3511777688
736	0.350691762
737	0.3505788314
738	0.3502032712
739	0.3498245025
740	0.3491574304
741	0.3489660019
742	0.3485879219
743	0.3482563648
744	0.3481174973
745	0.3477890988
746	0.3476056163
747	0.3473117082
748	0.3468591693
749	0.3465987776
750	0.346494798
751	0.3460762051
752	0.3459701019
753	0.3456801746
754	0.3454298072
755	0.3451309934
756	0.3449408255
757	0.3447827023
758	0.3445534021
759	0.3442091858
760	0.3437476533
761	0.3428557707
762	0.3425175463
763	0.3421931817
764	0.3419518968
765	0.3416804877
766	0.3415251909
767	0.3409328248
768	0.3404559041
769	0.3399808222
770	0.3389163381
771	0.3383892379
772	0.3381315262
773	0.3373374632
774	0.3371676108
775	0.3368223235
776	0.3361638
777	0.3358473794
778	0.3353285993
779	0.3351849899
780	0.3350007303
781	0.3347014975
782	0.3344021246
783	0.3342079038
784	0.3340386721
785	0.3332911997
786	0.3328591848
787	0.3327368623
788	0.3323926396
789	0.3321309748
790	0.3319958126
791	0.3316947542
792	0.3313800102
793	0.3311053867
794	0.3304323356
795	0.3303650601
796	0.3299600343
797	0.3297540157
798	0.3293263411
799	0.3291492588
800	0.3288655625
801	0.328755602
802	0.3279140463
803	0.3276237584
804	0.3274546537
805	0.3272639209
806	0.3265500764
807	0.3263258118
808	0.3260399792
809	0.3258174089
810	0.3257074109
811	0.3255241227
812	0.3254359616
813	0.3251382442
814	0.3250334482
815	0.3248002385
816	0.3244526109
817	0.3242965652
818	0.3237858285
819	0.3236541291
820	0.3233576298
821	0.3231553382
822	0.3230461023
823	0.3228269103
824	0.3227489488
825	0.3226464027
826	0.3222802412
827	0.3220757585
828	0.3218182072
829	0.3216239851
830	0.3211964455
831	0.3211069732
832	0.3207994971
833	0.3205581596
834	0.3203281779
835	0.3201467552
836	0.3193665607
837	0.3191667858
838	0.3189744968
839	0.3187750944
840	0.3185701691
841	0.3182039253
842	0.3179409754
843	0.3178358309
844	0.3177777368
845	0.3175594296
846	0.3172354295
847	0.3168626088
848	0.3165044072
849	0.3161183896
850	0.3158785465
851	0.3156328551
852	0.3155553222
853	0.3152673455
854	0.3151417413
855	0.3144445503
856	0.3137709191
857	0.3135671129
858	0.3134277188
859	0.3131238068
860	0.3128757837
861	0.3126162242
862	0.3123515037
863	0.3121722555
864	0.3120406717
865	0.3118858754
866	0.3112412458
867	0.3110667546
868	0.3108366973
869	0.3107283722
870	0.3103179912
871	0.3097670066
872	0.3094908588
873	0.3091266553
874	0.3089598558
875	0.3088365329
876	0.3087940024
877	0.3086150325
878	0.3083762706
879	0.3081390771
880	0.3077846827
881	0.3074073596
882	0.3071829073
883	0.3068517528
884	0.3067245239
885	0.3066840886
886	0.3064420598
887	0.3061965914
888	0.3059038361
889	0.3057457186
890	0.3052789955
891	0.3049127726
892	0.3043120613
893	0.3042212345
894	0.3037118529
895	0.3036126207
896	0.3033850221
897	0.3032741786
898	0.3031790664
899	0.3029538873
900	0.3027601475
901	0.3020668225
902	0.3019587367
903	0.301630159
904	0.3013107968
905	0.3011394165
906	0.3009396475
907	0.300838046
908	0.3002555417
909	0.3001124401
910	0.2998333804
911	0.2995416599
912	0.2993542162
913	0.2992293233
914	0.2988647563
915	0.2986878058
916	0.2985032196
917	0.2983819075
918	0.298152819
919	0.2979227843
920	0.2977949219
921	0.2976037894
922	0.2973935831
923	0.2972727188
924	0.2968704033
925	0.2967675476
926	0.2967282414
927	0.2960913921
928	0.2960000294
929	0.2957132819
930	0.2951594498
931	0.2949604496
932	0.294658033
933	0.2940920382
934	0.2938654972
935	0.2935308669
936	0.2934164625
937	0.292806209
938	0.2926494973
939	0.2924926418
940	0.2922982128
941	0.2919927204
942	0.2918406379
943	0.2917729506
944	0.2917065862
945	0.2915817597
946	0.2910527413
947	0.2908867584
948	0.2905888625
949	0.2900427904
950	0.2898221201
951	0.2892933934
952	0.2889654367
953	0.2886784715
954	0.2885018986
955	0.2883191774
956	0.2878051225
957	0.2876441514
958	0.2874158207
959	0.2872687991
960	0.2871335274
961	0.2870639954
962	0.2869380833
963	0.2867591963
964	0.2863774271
965	0.2862152692
966	0.2857474516
967	0.2855954122
968	0.2855422034
969	0.2850509574
970	0.2848922701
971	0.2845409329
972	0.2844373862
973	0.2842980753
974	0.284094728
975	0.2839862515
976	0.2837756975
977	0.283611895
978	0.2834709304
979	0.2834337166
980	0.2832690094
981	0.2830605683
982	0.2828674902
983	0.2827307979
984	0.2826331635
985	0.2824463557
986	0.2822931077
987	0.281841674
988	0.2814082819
989	0.2812366397
990	0.2809525996
991	0.2806707455
992	0.2801504249
993	0.2796766774
994	0.2794527848
995	0.2793617967
996	0.2791677502
997	0.2790938488
998	0.2789816804
999	0.2785614162
